2000.0,0.856
3000.0,0.8539999999999998
4000.0,0.846
5000.0,0.872
6000.0,0.855
7000.0,0.878
8000.0,0.8740000000000001
9000.0,0.863
10000.0,0.853
11000.0,0.8489999999999998
12000.0,0.878
13000.0,0.8759999999999999
14000.0,0.8690000000000001
15000.0,0.848
16000.0,0.866
17000.0,0.8219999999999997
18000.0,0.8539999999999998
19000.0,0.846
20000.0,0.8590000000000001
21000.0,0.8010000000000003
22000.0,0.8289999999999997
23000.0,0.823
24000.0,0.8269999999999997
25000.0,0.835
26000.0,0.846
27000.0,0.8269999999999997
28000.0,0.8439999999999998
29000.0,0.851
30000.0,0.8370000000000001
31000.0,0.8139999999999997
32000.0,0.809
33000.0,0.815
34000.0,0.833
35000.0,0.8080000000000003
36000.0,0.838
37000.0,0.802
38000.0,0.818
39000.0,0.841
40000.0,0.8269999999999997
41000.0,0.8740000000000001
42000.0,0.871
43000.0,0.865
44000.0,0.882
45000.0,0.857
46000.0,0.87
47000.0,0.873
48000.0,0.865
49000.0,0.8690000000000001
50000.0,0.883
51000.0,0.841
52000.0,0.823
53000.0,0.863
54000.0,0.852
55000.0,0.8590000000000001
56000.0,0.872
57000.0,0.852
58000.0,0.865
59000.0,0.8640000000000001
60000.0,0.8389999999999997
61000.0,0.81
62000.0,0.828
63000.0,0.84
64000.0,0.813
65000.0,0.8189999999999997
66000.0,0.841
67000.0,0.835
68000.0,0.8219999999999997
69000.0,0.828
70000.0,0.848
71000.0,0.7980000000000003
72000.0,0.835
73000.0,0.818
74000.0,0.8139999999999997
75000.0,0.82
76000.0,0.818
77000.0,0.835
78000.0,0.7910000000000003
79000.0,0.8389999999999997
80000.0,0.847
81000.0,0.8489999999999998
82000.0,0.872
83000.0,0.862
84000.0,0.8640000000000001
85000.0,0.8590000000000001
86000.0,0.862
87000.0,0.8809999999999999
88000.0,0.8690000000000001
89000.0,0.871
90000.0,0.861
91000.0,0.8690000000000001
92000.0,0.861
93000.0,0.856
94000.0,0.848
95000.0,0.841
96000.0,0.856
97000.0,0.858
98000.0,0.8640000000000001
99000.0,0.872
100000.0,0.8640000000000001
