2000.0,0.581
3000.0,0.578
4000.0,0.5760000000000001
5000.0,0.5920000000000001
6000.0,0.581
7000.0,0.591
8000.0,0.613
9000.0,0.591
10000.0,0.604
11000.0,0.569
12000.0,0.569
13000.0,0.621
14000.0,0.5760000000000001
15000.0,0.588
16000.0,0.596
17000.0,0.601
18000.0,0.588
19000.0,0.5870000000000001
20000.0,0.58
21000.0,0.26899999999999996
22000.0,0.29100000000000004
23000.0,0.27899999999999997
24000.0,0.31
25000.0,0.326
26000.0,0.325
27000.0,0.317
28000.0,0.355
29000.0,0.33900000000000013
30000.0,0.343
31000.0,0.354
32000.0,0.377
33000.0,0.366
34000.0,0.36200000000000004
35000.0,0.365
36000.0,0.3509999999999999
37000.0,0.39
38000.0,0.395
39000.0,0.374
40000.0,0.365
41000.0,0.257
42000.0,0.248
43000.0,0.282
44000.0,0.293
45000.0,0.29600000000000004
46000.0,0.297
47000.0,0.32800000000000007
48000.0,0.298
49000.0,0.311
50000.0,0.28
51000.0,0.33399999999999996
52000.0,0.322
53000.0,0.325
54000.0,0.344
55000.0,0.298
56000.0,0.313
57000.0,0.289
58000.0,0.319
59000.0,0.316
60000.0,0.344
61000.0,0.517
62000.0,0.473
63000.0,0.483
64000.0,0.493
65000.0,0.512
66000.0,0.5240000000000001
67000.0,0.513
68000.0,0.52
69000.0,0.488
70000.0,0.521
71000.0,0.521
72000.0,0.5440000000000002
73000.0,0.525
74000.0,0.56
75000.0,0.5329999999999999
76000.0,0.556
77000.0,0.517
78000.0,0.5390000000000001
79000.0,0.551
80000.0,0.54
81000.0,0.29600000000000004
82000.0,0.34700000000000003
83000.0,0.348
84000.0,0.38299999999999995
85000.0,0.338
86000.0,0.355
87000.0,0.368
88000.0,0.35
89000.0,0.36700000000000005
90000.0,0.373
91000.0,0.365
92000.0,0.361
93000.0,0.38
94000.0,0.359
95000.0,0.366
96000.0,0.371
97000.0,0.382
98000.0,0.374
99000.0,0.392
100000.0,0.375
