2000.0,0.49700000000000005
3000.0,0.755
4000.0,0.669
5000.0,0.5920000000000001
6000.0,0.536
7000.0,0.43
8000.0,0.626
9000.0,0.649
10000.0,0.5579999999999999
11000.0,0.48700000000000004
12000.0,0.637
13000.0,0.594
14000.0,0.41200000000000003
15000.0,0.5770000000000001
16000.0,0.42
17000.0,0.507
18000.0,0.45899999999999996
19000.0,0.7760000000000002
20000.0,0.762
21000.0,0.55
22000.0,0.681
23000.0,0.564
24000.0,0.8219999999999997
25000.0,0.225
26000.0,0.21
27000.0,0.375
28000.0,0.32800000000000007
29000.0,0.27399999999999997
30000.0,0.6629999999999999
31000.0,0.725
32000.0,0.659
33000.0,0.769
34000.0,0.639
35000.0,0.672
36000.0,0.7509999999999999
37000.0,0.605
38000.0,0.682
39000.0,0.579
40000.0,0.517
41000.0,0.13
42000.0,0.728
43000.0,0.794
44000.0,0.8339999999999997
45000.0,0.528
46000.0,0.8539999999999998
47000.0,0.235
48000.0,0.215
49000.0,0.18600000000000003
50000.0,0.43799999999999994
51000.0,0.41700000000000004
52000.0,0.6560000000000001
53000.0,0.6830000000000002
54000.0,0.706
55000.0,0.706
56000.0,0.708
57000.0,0.727
58000.0,0.6679999999999999
59000.0,0.7440000000000001
60000.0,0.662
61000.0,0.41100000000000003
62000.0,0.74
63000.0,0.748
64000.0,0.775
65000.0,0.8489999999999998
66000.0,0.853
67000.0,0.425
68000.0,0.22899999999999998
69000.0,0.191
70000.0,0.179
71000.0,0.447
72000.0,0.6579999999999999
73000.0,0.682
74000.0,0.73
75000.0,0.738
76000.0,0.825
77000.0,0.7170000000000001
78000.0,0.764
79000.0,0.741
80000.0,0.525
81000.0,0.218
82000.0,0.45799999999999996
83000.0,0.42700000000000005
84000.0,0.365
85000.0,0.21100000000000002
86000.0,0.384
87000.0,0.425
88000.0,0.353
89000.0,0.47
90000.0,0.395
91000.0,0.494
92000.0,0.48
93000.0,0.5870000000000001
94000.0,0.748
95000.0,0.759
96000.0,0.547
97000.0,0.609
98000.0,0.727
99000.0,0.259
100000.0,0.38799999999999996
101000.0,0.325
102000.0,0.363
103000.0,0.602
104000.0,0.631
105000.0,0.7390000000000001
106000.0,0.6460000000000001
107000.0,0.674
108000.0,0.506
109000.0,0.527
110000.0,0.613
111000.0,0.58
112000.0,0.631
113000.0,0.462
114000.0,0.5479999999999999
115000.0,0.5329999999999999
116000.0,0.603
117000.0,0.688
